Student_ID,SSC_Percentage,HSC_Percentage,Degree_Percentage,Entrance_Exam_Score,CGPA,Technical_Skill_Score,Soft_Skill_Score,Internship_Count,Live_Projects,Work_Experience_Months,Certifications,Attendance_Percentage,History_of_Backlogs,Placement_Status,Salary_Package_LPA
STU2103,71.08,74.21,54.47,43.27,7.64,63.49,55.12,1,1,0,0,73.27,0,Placed,6.69
STU2104,61.10,71.21,55.22,49.43,7.62,57.60,60.68,0,1,0,0,78.14,1,Not Placed,0
STU2105,54.16,50.02,53.55,60.89,6.75,56.62,72.01,1,0,0,0,62.82,0,Not Placed,0
STU2106,90.30,82.77,83.70,73.78,8.34,82.67,84.51,0,1,0,1,86.36,0,Placed,6.54
STU2107,89.03,94.89,72.17,67.35,8.76,79.71,76.42,2,1,3,1,85.40,0,Placed,10.11
STU2108,65.21,51.35,53.42,53.65,6.96,66.57,69.51,0,0,0,0,73.55,1,Not Placed,0
STU2109,72.78,71.30,58.90,44.14,6.52,68.51,73.25,0,1,0,0,62.40,1,Not Placed,0
STU2110,80.11,79.98,90.61,69.34,9.59,87.63,90.57,3,3,5,2,85.41,0,Placed,11.21
STU2111,73.56,58.04,65.89,60.54,5.75,62.24,66.96,1,0,0,0,68.27,1,Not Placed,0
STU2112,85.02,89.01,82.22,76.36,7.98,82.21,87.74,3,2,5,2,87.77,0,Placed,8.87
STU2113,59.53,70.56,74.37,50.44,5.74,68.75,72.95,1,0,0,0,62.28,1,Not Placed,0
STU2114,75.80,85.97,78.59,82.63,7.53,85.08,72.99,2,2,0,0,95.45,0,Placed,7.50
STU2115,65.23,63.41,60.57,67.43,7.35,52.80,68.69,1,1,0,0,68.81,1,Not Placed,0
STU2116,84.14,71.09,86.49,82.38,9.78,94.87,75.52,3,3,0,2,83.15,0,Placed,10.78
STU2117,80.73,71.82,92.21,83.44,9.57,77.31,88.52,0,3,0,2,87.81,0,Placed,9.66
STU2118,71.61,72.57,90.23,94.06,9.89,78.53,85.99,2,2,5,1,83.89,0,Placed,10.37
STU2119,73.27,62.41,55.78,40.44,6.16,57.68,73.86,1,0,0,0,71.22,2,Not Placed,0
STU2120,72.21,66.45,55.47,53.86,7.06,64.27,63.97,0,0,0,0,76.94,0,Not Placed,0
STU2121,77.27,73.66,75.47,90.23,7.95,87.69,84.22,2,1,0,2,91.06,0,Placed,8.89
STU2122,56.35,52.41,64.43,50.73,6.31,62.81,60.23,0,0,0,0,65.51,0,Not Placed,0
STU2123,60.48,63.50,59.05,51.73,7.67,50.78,62.63,0,0,0,0,61.55,2,Not Placed,0
STU2124,70.20,86.04,90.91,77.35,9.06,77.09,74.69,2,3,0,2,88.06,0,Placed,9.30
STU2125,83.20,84.53,87.43,65.41,7.78,92.52,82.14,3,0,0,0,88.26,0,Placed,8.65
STU2126,89.18,82.15,80.81,73.03,8.10,89.00,73.07,3,1,0,2,81.46,0,Placed,9.04
STU2127,59.85,51.13,67.02,44.86,5.70,62.37,72.53,0,1,0,0,77.09,0,Not Placed,0
STU2128,86.05,70.30,83.92,68.38,9.74,94.47,85.73,2,2,3,0,95.30,0,Placed,10.63
STU2129,89.64,85.71,86.24,69.88,9.51,90.10,77.37,3,3,0,1,90.03,0,Placed,11.57
STU2130,59.64,60.42,53.10,49.58,7.06,60.86,69.32,0,0,0,0,64.38,0,Not Placed,0
STU2131,69.04,72.16,53.03,60.33,6.69,69.07,56.72,1,1,0,0,61.57,0,Not Placed,0
STU2132,71.83,50.27,52.21,42.14,6.11,68.97,50.72,1,1,0,0,75.87,2,Not Placed,0
STU2133,71.55,94.79,88.16,82.93,8.06,87.47,86.80,2,1,0,1,91.23,0,Placed,8.53
STU2134,73.51,76.37,90.79,70.10,8.13,80.75,70.53,3,2,0,2,97.35,0,Placed,8.04
STU2135,74.05,56.73,59.21,64.44,5.95,65.40,69.12,1,0,0,0,72.68,2,Not Placed,0
STU2136,74.10,54.22,67.30,50.62,6.49,58.09,67.45,1,0,0,0,61.71,1,Not Placed,0
STU2137,55.26,58.31,62.14,41.95,7.77,54.95,60.88,1,1,0,0,68.78,2,Not Placed,0
STU2138,57.81,70.04,55.89,55.73,7.68,54.02,67.26,1,1,0,0,74.24,1,Not Placed,0
STU2139,61.28,66.13,56.17,68.02,7.70,69.62,57.29,1,0,0,0,67.87,2,Not Placed,0
STU2140,59.93,73.56,50.80,67.43,6.36,68.17,63.34,1,0,0,0,74.79,1,Not Placed,0
STU2141,58.42,70.14,67.06,52.05,7.63,69.98,71.88,0,0,0,0,71.63,0,Not Placed,0
STU2142,81.02,91.26,90.47,87.44,9.05,88.44,72.63,2,0,0,0,97.67,0,Placed,8.85
STU2143,94.60,88.21,91.76,65.18,9.72,84.23,87.49,1,2,9,1,84.29,0,Placed,10.03
STU2144,59.98,73.99,54.41,50.49,7.23,69.05,74.92,1,0,0,0,76.73,2,Not Placed,0
STU2145,86.51,82.83,77.91,78.35,8.13,84.85,92.31,3,1,0,1,95.42,0,Placed,7.88
STU2146,85.90,78.92,79.14,94.98,8.08,92.02,71.07,3,3,0,2,82.36,0,Placed,7.88
STU2147,74.71,85.66,79.58,66.59,8.01,82.54,93.28,0,0,0,2,83.49,0,Placed,7.63
STU2148,52.99,56.91,61.85,52.90,6.94,60.87,59.09,1,0,0,0,73.46,0,Not Placed,0
STU2149,73.35,70.85,86.75,89.72,9.17,77.50,85.92,1,0,7,0,85.53,0,Placed,8.67
STU2150,50.43,70.04,68.57,57.58,7.31,63.26,50.98,1,1,0,0,77.96,0,Not Placed,0
STU2151,94.46,87.73,88.65,83.67,9.84,86.80,75.30,1,3,0,2,89.25,0,Placed,9.74
STU2152,82.80,85.02,92.24,80.32,8.22,90.37,71.92,0,2,7,2,90.93,0,Placed,7.15
STU2153,55.88,58.79,61.93,43.77,7.44,69.51,68.03,0,0,0,0,72.00,0,Not Placed,0
STU2154,93.06,73.43,71.46,67.87,9.46,84.23,75.33,3,1,7,0,97.29,0,Placed,9.97
STU2155,80.16,75.33,71.17,93.06,9.43,90.93,77.88,0,3,4,0,97.44,0,Placed,9.10
STU2156,56.69,64.75,60.52,40.93,5.94,53.86,57.01,1,1,0,0,64.99,1,Not Placed,0
STU2157,60.61,57.24,59.66,46.97,7.70,55.62,73.77,1,1,0,0,75.78,2,Not Placed,0
STU2158,91.29,75.01,87.36,78.14,8.70,88.33,81.22,2,4,0,0,83.98,0,Placed,8.34
STU2159,50.41,56.34,70.51,49.18,7.75,65.53,57.25,0,1,0,0,69.61,2,Not Placed,0
STU2160,85.81,87.38,91.55,69.81,7.80,84.16,90.32,0,4,0,0,80.76,0,Placed,7.02
STU2161,53.77,71.39,68.82,58.77,5.86,59.60,71.07,0,1,0,0,73.22,1,Not Placed,0
STU2162,78.80,85.86,89.10,84.82,9.54,92.57,91.38,3,4,8,0,88.83,0,Placed,9.81
STU2163,91.49,78.74,80.38,86.62,8.26,80.92,93.34,0,3,0,1,85.08,0,Placed,6.99
STU2164,90.45,83.99,81.23,68.47,8.94,82.10,86.06,1,3,0,1,95.26,0,Placed,9.92
STU2165,67.44,56.53,63.65,42.34,6.57,66.26,70.47,0,0,0,0,76.56,1,Not Placed,0
STU2166,72.67,61.63,52.69,57.80,5.55,69.18,72.94,1,0,0,0,76.64,2,Not Placed,0
STU2167,92.13,90.66,89.55,79.86,9.48,77.05,89.41,2,0,0,1,88.78,0,Placed,9.80
STU2168,70.14,73.47,76.99,84.07,8.97,81.58,73.98,3,3,7,0,84.96,0,Placed,9.43
STU2169,66.26,73.25,61.81,59.35,6.79,54.58,71.55,0,1,0,0,68.86,0,Not Placed,0
STU2170,72.35,79.09,71.91,71.02,8.40,82.15,92.27,2,2,0,0,90.42,0,Placed,9.03
STU2171,53.92,60.49,60.54,68.86,6.72,60.60,73.08,1,1,0,0,73.50,2,Not Placed,0
STU2172,63.01,72.03,52.04,42.28,7.49,55.69,61.21,1,0,0,0,70.93,2,Not Placed,0
STU2173,57.89,69.73,57.79,49.22,5.91,64.81,64.25,1,0,0,0,72.27,2,Not Placed,0
STU2174,90.62,91.05,77.98,66.01,8.63,90.64,78.23,2,3,0,2,97.68,0,Placed,9.10
STU2175,81.38,92.72,70.67,94.36,9.04,80.98,85.92,1,2,0,0,87.35,0,Placed,8.93
STU2176,84.12,76.77,72.21,65.70,9.47,79.24,91.84,3,4,0,0,83.14,0,Placed,10.30
STU2177,78.28,74.56,90.87,94.54,8.05,84.98,83.64,3,4,0,1,89.62,0,Placed,9.00
STU2178,92.01,70.15,75.49,93.03,8.37,76.38,93.94,3,2,10,1,94.21,0,Placed,9.06
STU2179,58.08,50.96,52.05,50.72,6.47,54.66,74.95,1,0,0,0,62.49,2,Not Placed,0
STU2180,56.82,60.00,64.54,56.28,6.51,65.63,74.75,0,1,0,0,66.67,2,Not Placed,0
STU2181,76.30,76.19,75.64,92.88,7.87,76.43,78.56,2,4,0,1,82.57,0,Placed,7.75
STU2182,71.40,71.03,67.10,46.33,5.83,58.55,50.72,0,0,0,0,68.66,0,Not Placed,0
STU2183,81.11,89.16,87.89,87.72,8.25,90.08,93.75,2,2,11,1,91.84,0,Placed,9.27
STU2184,53.98,54.08,62.66,54.37,7.28,52.71,61.85,1,1,0,0,61.56,1,Not Placed,0
STU2185,53.80,60.18,74.49,64.36,7.67,60.12,72.01,0,0,0,0,68.81,0,Not Placed,0
STU2186,79.70,84.68,82.76,78.74,9.78,82.47,90.17,2,0,0,0,93.68,0,Placed,11.21
STU2187,72.65,69.60,73.28,41.45,6.85,65.47,60.65,0,1,0,0,61.07,0,Not Placed,0
STU2188,73.21,52.32,70.47,48.82,7.31,59.08,74.88,1,0,0,0,77.72,2,Not Placed,0
STU2189,82.43,79.11,78.88,77.76,9.83,89.08,77.81,2,4,0,0,97.86,0,Placed,11.73
STU2190,91.64,78.18,75.73,67.59,9.00,84.92,82.27,2,3,0,0,84.80,0,Placed,9.38
STU2191,92.52,94.73,75.72,70.02,8.83,79.66,77.21,1,2,0,2,83.90,0,Placed,9.28
STU2192,84.21,87.11,88.20,85.21,9.23,83.17,94.08,0,3,0,0,83.03,0,Placed,8.54
STU2193,77.12,86.25,91.02,90.03,8.92,82.66,79.57,1,1,4,2,95.09,0,Placed,9.63
STU2194,83.10,83.70,73.07,76.89,8.36,89.65,74.21,3,0,0,2,82.51,0,Placed,9.86
STU2195,94.10,84.58,86.52,74.19,8.11,75.53,71.00,2,2,0,0,91.86,0,Placed,9.11
STU2196,68.68,52.46,70.97,41.89,6.71,68.89,56.52,1,1,0,0,60.89,0,Not Placed,0
STU2197,89.65,79.31,71.21,65.41,9.11,87.18,80.12,1,4,0,2,90.73,0,Placed,9.66
STU2198,55.97,68.21,74.21,62.23,7.36,57.15,66.51,0,0,0,0,67.03,2,Not Placed,0
STU2199,77.65,87.98,87.92,93.73,7.88,82.36,80.51,0,4,10,0,85.58,0,Placed,6.06
STU2200,71.94,60.87,67.88,42.24,6.01,60.68,64.99,1,1,0,0,64.50,2,Not Placed,0
STU2201,60.46,71.34,52.42,68.47,6.80,55.40,54.91,1,0,0,0,78.36,0,Not Placed,0
STU2202,93.89,72.30,94.93,81.90,8.22,80.99,87.76,0,4,0,0,98.42,0,Placed,7.44
STU2203,71.90,67.64,66.29,48.09,7.25,61.83,74.62,1,1,0,0,63.73,1,Not Placed,0
STU2204,73.58,92.22,88.23,80.81,8.48,75.00,94.62,3,4,7,0,92.65,0,Placed,9.50
STU2205,73.21,71.98,89.81,86.20,9.06,81.64,76.81,2,3,10,1,87.82,0,Placed,8.70
STU2206,61.12,60.54,62.04,40.42,7.79,65.38,55.74,0,1,0,0,69.50,0,Not Placed,0
STU2207,72.96,90.14,87.18,80.58,8.36,90.13,93.41,1,0,0,2,81.51,0,Placed,8.05
STU2208,72.87,94.65,73.34,69.82,9.54,93.50,70.67,1,4,0,0,89.42,0,Placed,8.89
STU2209,72.62,80.50,93.08,68.92,7.59,88.22,74.86,2,1,0,1,83.13,0,Placed,6.79
STU2210,78.30,80.29,88.49,78.20,7.58,94.94,82.83,1,3,0,0,85.15,0,Placed,6.30
STU2211,52.69,65.19,54.01,60.36,5.81,67.13,59.76,1,1,0,0,61.03,1,Not Placed,0
STU2212,61.24,72.99,57.98,53.71,7.68,59.27,61.23,0,0,0,0,69.43,0,Not Placed,0
STU2213,94.00,84.54,89.38,82.65,9.03,82.23,81.54,0,4,0,1,98.39,0,Placed,8.85
STU2214,91.93,71.84,76.85,94.67,8.89,86.21,72.48,3,0,0,0,97.25,0,Placed,9.29
STU2215,88.77,70.74,85.47,90.74,9.14,75.13,91.71,2,1,1,1,90.99,0,Placed,8.74
STU2216,71.61,55.36,53.14,57.59,7.28,52.23,69.98,1,0,0,0,63.36,2,Not Placed,0
STU2217,86.06,93.04,93.50,86.48,9.26,84.70,79.04,0,3,0,0,97.61,0,Placed,8.73
STU2218,73.68,51.43,50.70,63.28,6.22,67.21,65.07,0,1,0,0,65.58,1,Not Placed,0
STU2219,73.03,50.93,64.88,62.23,5.54,69.24,68.48,0,0,0,0,60.87,1,Not Placed,0
STU2220,84.12,86.83,89.36,78.17,7.99,82.14,92.01,1,1,0,0,84.55,0,Placed,7.56
STU2221,72.46,72.37,81.20,91.09,7.69,94.32,74.01,1,0,10,1,81.04,0,Placed,7.71
STU2222,75.78,82.23,81.02,78.72,8.11,83.97,75.97,3,3,0,0,80.74,0,Placed,8.54
STU2223,84.77,92.63,76.48,91.02,8.87,87.76,76.91,0,4,7,2,84.02,0,Placed,8.44
STU2224,73.33,93.25,83.57,81.73,8.46,83.31,86.02,3,2,0,1,87.67,0,Placed,9.49
STU2225,91.81,70.86,77.37,94.32,7.73,82.82,84.12,0,4,0,1,93.69,0,Placed,5.80
STU2226,55.44,63.01,70.10,54.20,7.71,59.99,68.50,1,1,0,0,74.77,1,Not Placed,0
STU2227,55.58,64.41,65.13,58.21,5.69,58.46,67.06,1,1,0,0,62.05,0,Not Placed,0
STU2228,81.04,81.36,78.95,93.17,8.66,91.89,81.28,2,2,0,2,89.09,0,Placed,8.47
STU2229,65.49,55.72,69.05,56.89,6.33,65.98,73.91,0,1,0,0,78.92,0,Not Placed,0
STU2230,79.42,80.70,76.79,91.46,9.56,94.32,84.36,0,1,0,1,94.69,0,Placed,9.09
STU2231,92.36,85.99,87.89,84.38,9.06,87.43,79.77,3,4,0,2,97.37,0,Placed,10.17
STU2232,66.73,51.62,64.12,68.51,6.10,64.45,58.10,1,0,0,0,70.03,0,Not Placed,0
STU2233,88.87,86.98,89.99,81.30,8.41,77.57,75.65,0,2,9,0,82.52,0,Placed,8.17
STU2234,51.44,57.20,63.34,58.71,5.77,62.56,69.53,1,1,0,0,73.47,1,Not Placed,0
STU2235,87.58,71.64,87.45,90.36,8.48,93.22,71.80,3,1,10,2,80.91,0,Placed,8.50
STU2236,80.62,82.61,87.20,72.86,9.30,92.68,74.83,1,0,0,0,84.81,0,Placed,9.11
STU2237,67.09,71.71,54.59,63.17,7.01,60.68,57.91,1,0,0,0,78.37,1,Not Placed,0
STU2238,74.77,72.26,84.33,74.59,7.66,79.79,74.39,3,3,0,1,86.43,0,Placed,8.49
STU2239,79.78,93.75,91.22,77.64,8.68,83.05,84.43,3,4,0,0,80.12,0,Placed,9.50
STU2240,53.24,68.22,74.21,43.60,7.01,54.45,66.90,1,0,0,0,65.42,2,Not Placed,0
STU2241,77.36,81.07,92.85,82.55,8.01,78.54,86.55,3,0,0,1,93.12,0,Placed,7.57
STU2242,70.83,59.90,57.72,51.63,7.86,55.70,53.15,0,0,0,0,68.49,2,Not Placed,0
STU2243,70.77,73.17,93.88,75.98,9.05,78.28,84.21,3,4,0,2,94.67,0,Placed,10.08
STU2244,53.27,50.57,57.08,53.07,7.88,67.84,67.44,0,1,0,0,70.27,1,Not Placed,0
STU2245,84.72,72.41,88.73,78.70,8.98,79.89,94.45,2,0,0,1,83.12,0,Placed,9.70
STU2246,60.14,58.09,71.20,60.32,7.41,66.61,52.44,1,1,0,0,74.53,0,Placed,5.86
STU2247,76.92,78.87,79.97,94.99,9.41,78.38,78.32,2,2,0,0,85.22,0,Placed,10.33
STU2248,60.31,59.59,58.54,50.51,6.33,59.25,57.73,1,0,0,0,74.56,1,Not Placed,0
STU2249,89.42,89.63,89.88,71.55,9.62,80.29,81.06,1,2,0,1,86.84,0,Placed,10.07
STU2250,91.11,84.68,76.12,79.07,9.26,75.01,90.86,1,0,3,0,83.26,0,Placed,9.39
STU2251,70.51,76.88,77.72,94.96,9.29,80.33,84.56,1,3,0,0,90.34,0,Placed,9.74
STU2252,84.80,89.19,75.58,69.13,8.61,75.74,78.05,0,4,3,0,84.78,0,Placed,8.73
STU2253,57.56,67.78,73.97,63.78,6.17,59.83,72.72,0,1,0,0,73.86,2,Not Placed,0
STU2254,90.07,86.63,85.46,69.65,9.47,90.03,79.76,0,2,0,0,94.38,0,Placed,8.61
STU2255,84.31,86.13,93.05,91.33,7.87,90.79,81.57,1,2,0,0,84.26,0,Placed,8.19
STU2256,92.63,73.47,82.77,77.82,9.48,79.76,74.01,0,1,0,2,96.30,0,Placed,9.10
STU2257,83.74,93.56,86.08,73.19,9.82,94.14,84.79,0,4,0,2,94.75,0,Placed,9.61
STU2258,90.28,79.41,90.66,77.09,8.15,80.07,80.22,1,2,0,2,90.24,0,Placed,7.76
STU2259,85.70,87.91,93.85,73.63,7.69,88.60,90.30,1,4,0,2,83.30,0,Placed,7.49
STU2260,82.16,91.36,85.99,75.53,9.39,91.06,83.85,1,4,0,1,80.40,0,Placed,9.66
STU2261,64.60,72.90,67.15,69.90,5.52,61.11,56.56,0,0,0,0,71.14,0,Not Placed,0
STU2262,71.55,89.85,77.80,93.81,9.24,91.23,85.08,1,0,11,0,91.61,0,Placed,9.97
STU2263,56.23,53.49,59.87,62.02,7.69,66.34,50.89,1,1,0,0,72.35,1,Not Placed,0
STU2264,57.56,56.28,51.72,62.60,6.66,58.18,57.22,1,1,0,0,62.36,1,Not Placed,0
STU2265,73.18,73.31,69.27,42.68,6.32,67.75,65.82,0,0,0,0,66.05,0,Not Placed,0
STU2266,71.29,72.29,81.78,78.84,9.78,92.22,94.28,3,1,0,2,91.47,0,Placed,11.61
STU2267,58.58,58.86,68.28,60.40,5.90,66.62,74.54,1,1,0,0,77.93,1,Not Placed,0
STU2268,70.55,73.19,92.79,91.72,8.14,78.91,74.02,2,3,2,1,97.28,0,Placed,7.27
STU2269,77.07,90.10,89.89,67.38,7.77,86.96,93.19,2,1,0,2,90.09,0,Placed,8.45
STU2270,86.45,83.01,90.51,77.18,7.80,78.67,77.29,2,3,0,0,97.74,0,Placed,8.13
STU2271,65.31,62.41,69.46,66.22,6.88,53.59,70.40,1,0,0,0,78.46,2,Not Placed,0
STU2272,73.45,89.81,93.67,92.76,7.71,82.38,86.64,2,2,8,0,93.68,0,Placed,7.25
STU2273,67.40,68.10,58.94,63.99,7.07,62.39,52.09,1,1,0,0,70.09,2,Not Placed,0
STU2274,83.84,85.97,83.89,85.54,9.65,86.75,71.53,1,1,3,0,93.24,0,Placed,9.85
STU2275,73.51,80.90,81.61,84.85,8.16,77.98,73.79,3,4,0,1,91.32,0,Placed,9.49
STU2276,62.94,73.73,55.26,45.58,5.58,55.76,65.71,0,0,0,0,62.04,2,Not Placed,0
STU2277,75.15,83.50,81.41,85.96,8.87,85.72,76.98,0,3,0,0,86.66,0,Placed,7.83
STU2278,51.79,62.70,54.04,45.14,6.11,57.81,58.07,0,0,0,0,60.36,0,Not Placed,0
STU2279,57.08,55.28,54.83,56.31,6.17,64.99,67.63,1,1,0,0,78.60,0,Not Placed,0
STU2280,88.05,86.15,74.01,93.11,8.74,90.48,79.35,1,2,0,0,93.55,0,Placed,8.79
STU2281,87.13,85.70,80.89,80.77,7.68,77.62,82.38,1,0,0,1,85.66,0,Placed,6.61
STU2282,77.12,91.77,92.45,84.56,9.14,93.20,93.63,1,2,0,0,87.40,0,Placed,9.67
STU2283,66.42,50.28,55.42,43.44,6.81,52.34,62.24,1,0,0,0,76.29,0,Not Placed,0
STU2284,94.12,85.17,83.16,94.54,7.80,80.84,83.82,0,1,0,1,92.02,0,Placed,5.72
STU2285,72.14,90.09,85.39,80.42,8.20,94.12,84.76,2,4,0,0,82.71,0,Placed,7.54
STU2286,73.81,83.80,72.24,75.11,8.39,92.01,84.57,1,0,0,0,81.63,0,Placed,7.58
STU2287,69.76,55.13,66.46,51.63,7.61,56.23,67.83,0,0,0,0,77.39,0,Not Placed,0
STU2288,85.46,92.48,79.10,78.57,9.42,94.27,82.22,3,1,0,1,83.01,0,Placed,11.30
STU2289,52.21,74.09,54.31,62.51,6.91,63.21,50.97,1,0,0,0,61.01,1,Not Placed,0
STU2290,75.84,86.50,72.06,86.55,9.81,91.72,91.34,3,0,8,1,84.26,0,Placed,11.33
STU2291,70.49,89.36,72.01,87.13,8.98,87.40,71.03,1,0,0,2,82.56,0,Placed,8.60
STU2292,72.24,70.96,70.48,69.96,6.22,57.40,61.85,0,0,0,0,77.28,0,Not Placed,0
STU2293,84.44,74.93,93.06,79.02,9.15,84.71,93.59,2,3,0,0,88.47,0,Placed,9.36
STU2294,55.05,61.52,64.39,45.19,7.19,54.18,58.48,0,0,0,0,71.75,2,Not Placed,0
STU2295,70.39,73.31,90.16,85.32,7.57,76.43,75.14,0,0,8,0,94.18,0,Placed,5.79
STU2296,69.32,72.84,57.82,58.14,7.86,57.41,60.26,1,0,0,0,78.52,0,Placed,6.81
STU2297,93.91,79.56,83.84,75.42,8.35,76.92,89.53,2,4,0,1,87.34,0,Placed,9.35
STU2298,76.76,79.92,75.10,94.67,9.87,90.70,78.67,0,2,0,1,96.26,0,Placed,9.40
STU2299,83.00,72.34,81.48,69.67,9.17,80.77,90.92,2,3,0,2,80.34,0,Placed,9.43
STU2300,53.43,54.05,56.23,50.27,5.68,52.58,71.85,0,1,0,0,76.30,1,Not Placed,0
STU2301,74.47,66.23,53.83,51.14,6.21,64.04,69.05,0,1,0,0,68.18,2,Not Placed,0
STU2302,60.26,63.58,64.40,66.60,5.57,52.29,58.37,1,1,0,0,76.57,2,Not Placed,0
STU2303,64.09,57.23,51.24,55.77,6.47,67.89,72.02,1,0,0,0,64.91,0,Not Placed,0
STU2304,94.44,72.04,76.57,81.07,9.31,77.75,78.33,3,1,0,1,96.09,0,Placed,10.21
STU2305,91.81,76.22,86.50,93.28,9.72,79.81,75.88,2,0,0,0,88.77,0,Placed,11.29
STU2306,70.29,55.33,54.70,61.49,6.04,68.78,72.67,0,1,0,0,67.63,2,Not Placed,0
STU2307,74.67,60.05,52.22,55.42,7.77,59.29,67.98,1,1,0,0,63.04,2,Not Placed,0
STU2308,77.65,81.23,70.66,80.72,8.80,79.70,89.18,1,0,0,1,94.04,0,Placed,8.43
STU2309,53.94,60.70,64.09,51.87,7.57,53.76,73.74,1,1,0,0,60.82,1,Not Placed,0
STU2310,88.13,70.28,73.54,66.71,9.29,94.10,87.31,2,4,0,0,91.14,0,Placed,10.79
STU2311,83.65,83.87,92.65,66.99,8.18,90.24,72.98,0,3,0,2,92.43,0,Placed,8.07
STU2312,54.28,73.85,72.00,57.34,5.94,60.76,62.61,0,1,0,0,67.74,1,Not Placed,0
STU2313,68.72,52.72,65.42,42.47,6.88,68.32,56.50,1,1,0,0,61.23,0,Not Placed,0
STU2314,63.11,68.87,66.67,44.31,7.40,63.05,63.60,1,0,0,0,76.07,2,Not Placed,0
STU2315,86.69,77.83,78.90,79.23,9.33,80.61,85.25,0,0,0,2,93.69,0,Placed,8.23
STU2316,64.28,73.85,52.69,59.57,6.08,67.99,72.19,1,1,0,0,60.92,2,Not Placed,0
STU2317,85.95,86.00,82.71,70.98,7.88,75.04,84.93,0,0,4,1,93.15,0,Placed,6.12
STU2318,86.17,84.79,94.52,75.75,8.15,90.17,93.94,3,2,0,1,96.88,0,Placed,8.28
STU2319,70.87,76.00,77.27,65.08,8.65,83.53,90.10,2,4,0,2,87.74,0,Placed,8.20
STU2320,81.87,93.62,78.73,70.81,8.15,78.53,79.43,2,1,0,0,90.17,0,Placed,8.03
STU2321,60.01,61.70,59.60,61.57,6.29,67.98,69.22,0,1,0,0,73.76,2,Not Placed,0
STU2322,79.73,78.29,92.09,86.02,8.39,77.36,74.30,3,0,0,2,89.38,0,Placed,8.10
STU2323,68.74,59.94,51.12,42.12,6.59,55.29,72.45,1,0,0,0,68.43,2,Not Placed,0
STU2324,86.40,77.44,93.73,87.59,7.53,76.80,85.06,2,2,0,0,96.18,0,Placed,8.14
STU2325,82.72,89.77,85.74,87.92,8.55,89.77,80.02,1,1,0,0,92.36,0,Placed,7.43
STU2326,70.96,69.27,68.99,48.20,6.35,50.96,74.21,0,1,0,0,68.09,2,Not Placed,0
STU2327,92.85,81.64,93.14,79.54,8.69,84.75,79.96,2,2,0,2,84.04,0,Placed,9.71
STU2328,69.19,71.47,72.95,62.39,6.58,61.05,72.87,0,1,0,0,74.07,0,Not Placed,0
STU2329,74.34,80.76,91.10,74.58,8.24,81.63,92.17,2,2,0,1,94.79,0,Placed,7.93
STU2330,63.22,69.21,55.12,43.77,6.74,56.58,62.60,1,0,0,0,65.23,1,Not Placed,0
STU2331,60.84,52.39,63.51,44.29,7.67,65.76,74.19,1,1,0,0,71.80,1,Not Placed,0
STU2332,91.86,76.65,92.24,83.09,9.43,93.20,73.40,2,4,0,1,91.90,0,Placed,10.44
STU2333,61.53,74.36,59.32,46.38,6.61,63.15,56.41,1,1,0,0,64.85,0,Not Placed,0
STU2334,50.35,56.92,54.59,50.39,7.75,56.20,50.57,1,0,0,0,61.32,1,Not Placed,0
STU2335,65.99,50.53,57.24,60.55,7.50,65.86,73.62,1,0,0,0,70.90,1,Not Placed,0
STU2336,91.02,87.82,83.66,91.95,8.02,76.64,89.40,2,3,0,1,82.64,0,Placed,8.82
STU2337,53.60,50.31,74.37,63.99,7.31,63.25,61.86,0,1,0,0,67.16,2,Not Placed,0
STU2338,81.83,84.33,76.26,79.57,8.32,94.54,87.86,1,4,0,2,92.41,0,Placed,7.43
STU2339,93.58,92.32,86.27,73.99,8.82,81.54,80.48,1,4,0,0,97.19,0,Placed,9.06
STU2340,82.79,86.61,73.74,67.35,8.53,77.04,80.93,0,1,0,1,92.62,0,Placed,7.07
STU2341,74.34,73.29,94.73,78.91,9.28,75.58,86.07,3,3,0,0,95.25,0,Placed,9.45
STU2342,69.91,63.79,63.81,69.19,5.60,61.04,65.22,1,0,0,0,66.60,0,Not Placed,0
STU2343,72.92,91.70,90.84,79.08,8.27,86.45,83.12,1,4,0,2,85.89,0,Placed,8.14
STU2344,87.82,71.13,73.17,69.91,8.47,94.00,88.52,3,2,0,0,94.13,0,Placed,9.23
STU2345,73.20,91.84,74.30,65.80,7.92,82.71,94.06,0,0,0,2,93.53,0,Placed,6.51
STU2346,51.35,70.65,55.36,68.50,7.71,55.33,52.83,1,1,0,0,75.57,0,Not Placed,0
STU2347,81.38,71.13,81.02,82.89,9.66,81.34,87.77,0,2,0,1,92.19,0,Placed,10.16
STU2348,81.24,85.39,77.05,80.42,9.28,89.28,87.55,0,1,0,2,81.34,0,Placed,8.80
STU2349,78.79,84.59,86.02,93.72,8.93,80.62,85.65,0,2,0,0,94.63,0,Placed,7.60
STU2350,94.78,79.83,86.23,66.89,9.03,87.41,91.30,2,1,0,2,90.14,0,Placed,9.34
STU2351,72.15,78.45,79.74,70.40,8.11,94.24,91.64,1,0,7,0,98.15,0,Placed,7.68
STU2352,90.75,88.93,73.89,89.17,9.18,77.64,92.46,0,4,0,0,95.14,0,Placed,8.53
STU2353,67.90,61.22,69.93,57.98,7.24,59.09,51.25,1,0,0,0,70.30,0,Not Placed,0
STU2354,93.86,80.26,76.25,70.81,9.05,75.12,87.06,3,3,0,2,81.09,0,Placed,10.43
